accommodates;bathrooms;bedrooms;cleaning_fee;security_deposit;extra_people;guests_included;distance;size;minimum_nights;Laptop_friendly_workspace;TV;Family_kid_friendly;Host_greets_you;Smoking_allowed;host_has_profile_pic_f;host_has_profile_pic_t;room_type_Entire home/apt;room_type_Private room;room_type_Shared room;bed_type_Airbed;bed_type_Couch;bed_type_Futon;bed_type_Pull-out Sofa;bed_type_Real Bed;instant_bookable_f;instant_bookable_t;is_business_travel_ready_f;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict_14_with_grace_period;cancellation_policy_super_strict_30;cancellation_policy_super_strict_60
2;1;0;0.0;0.0;0;1;1.701581719074839;49.18530001781128;2;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;2.607405715691268;41.814780706797954;14;False;False;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;5.678351841546628;15.0;7;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;10.0;0.0;10;1;4.324098121280249;20.0;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1;1;1;0.0;0.0;0;1;5.263334316384086;40.0;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
6;1;0;30.0;0.0;10;2;5.124802259507131;75.58982033865212;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;7.29642975138196;12.0;3;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;1.0246705448484454;47.24911819299539;2;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1;1;1;0.0;0.0;0;1;1.0415250224486916;43.700805144717904;2;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;2;35.0;0.0;0;1;0.7253176609060203;77.04875230347983;3;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;15.0;90.0;0;1;4.28548852281398;53.0;3;False;False;False;True;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;7.098800921510398;10.0;4;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;2;1;10.0;0.0;10;1;5.771463792507528;136.0;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;6.581918281634088;43.47701030977481;2;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;0;0.0;0.0;10;1;7.302868554143076;45.25687700010313;1;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1;1;1;0.0;100.0;10;1;3.8852319865255303;44.138414334659274;5;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
3;1;1;0.0;0.0;10;2;6.426025202751795;15.0;4;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
5;1;2;49.0;0.0;10;2;9.196830605617002;83.05805608186235;5;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;40.0;200.0;0;1;5.424963761359655;62.22027900130218;2;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;2;14.0;0.0;11;3;6.66513758284188;10.0;2;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;0;20.0;0.0;0;1;1.3111409397294558;53.08577904269808;3;True;True;False;True;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;3.643235099667056;63.81721811015328;5;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;2;1;0.0;0.0;0;1;2.0257362939805423;130.0;2;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1;1;1;0.0;0.0;0;1;5.085786076459308;10.0;30;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;10.0;0.0;0;1;5.071670628218432;46.93441074373531;3;True;True;False;True;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
1;1;0;0.0;0.0;0;1;1.6865339550964555;42.138639246565866;7;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;1;0.0;0.0;0;1;5.449334604987436;58.58815155712721;1;False;True;False;True;True;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;10;1;3.545315622799747;10.0;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;12.116020229963404;50.126089235856995;1;True;True;False;False;True;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;11.00501357348974;54.77563282037249;5;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;80.0;500.0;0;1;3.972506405730975;65.66079177516653;7;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;0.0;0.0;0;1;1.3895331613368722;59.0;1;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1;1;1;0.0;0.0;0;1;2.033577714625374;15.0;7;True;False;False;True;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;0.0;0.0;0;1;3.1001616186012733;10.0;2;False;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;0;0;20.0;90.0;15;1;10.520426164632836;60.279704192512824;2;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;100.0;10;1;6.5076388360407424;10.0;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;20;2;5.837335483548686;10.0;3;True;True;True;True;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;10.0;0.0;10;1;3.696453060121016;50.0;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;6.931405509796066;53.54817351926534;1;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;50.0;700.0;0;2;1.2001967195244603;100.3342630600568;5;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;3.3723935910553644;15.0;2;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
6;2;3;0.0;0.0;0;1;3.362086673349088;15.0;3;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;30.0;2400.0;0;1;2.75524565655188;55.0;30;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;0;27.0;100.0;10;1;3.9063618542890954;67.26024068058864;4;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;18.0;200.0;20;13;5.787248187733846;53.85411466603893;3;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;5;1;5.74211581966081;299.0;19;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;1;45.0;350.0;25;1;5.210367156953744;54.9416394640255;4;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;50.0;0.0;10;1;3.7395218769074443;100.0;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
3;1;1;10.0;0.0;0;1;3.8776165008352725;49.86143402316974;4;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;12;1;8.60422047754474;58.412033658549284;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1;1;1;50.0;900.0;26;1;4.770736806610728;53.295130662001355;5;True;True;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;0;10.0;0.0;0;1;2.8132566308484908;50.55303315610588;3;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;15.0;0.0;0;1;3.1450691616496878;24.0;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;15;1;6.980836967117194;10.0;7;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;8.0;0.0;10;1;4.964813452221604;44.57658929731329;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;0.0;0.0;0;1;4.061288331703719;44.38838346082513;1;False;True;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;0.0;300.0;15;1;5.992953953451173;10.0;106;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;1;25.0;90.0;15;1;4.058766595673041;55.98968010157224;2;True;False;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;0.0;0.0;12;1;2.969582911418757;43.89552843852504;2;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;2;1;10.0;0.0;8;1;1.4655236485496101;10.0;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
4;1;2;50.0;0.0;0;1;9.26888241133883;20.0;1;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;0.0;0.0;0;1;5.767136320493146;20.0;6;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;5.0;0.0;0;1;5.396082369818699;25.0;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
6;1;3;40.0;1000.0;15;2;2.9689538083919635;92.19090810508513;3;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
5;1;2;50.0;300.0;25;2;3.028167882828728;10.0;8;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
3;1;0;0.0;0.0;0;1;3.5502766453198236;63.31869276225939;1;True;True;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;10.0;0.0;25;1;1.4829127485158065;67.0;1;False;False;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;12.0;0.0;15;2;3.9836378172157985;60.0;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;1;40.0;300.0;15;2;6.306999765736897;150.0;3;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
3;1;2;30.0;0.0;5;2;3.4466644356499385;69.09862084818248;3;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;30.0;200.0;20;2;3.6626922050506856;100.0;5;True;True;False;False;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;50.0;0.0;10;2;6.565832773086754;57.23822658191268;1;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;2;67.0;200.0;25;2;10.819899093232747;78.19336532447969;2;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;25.0;100.0;0;1;2.4009765169094477;64.27935091805493;6;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;0;15.0;0.0;0;1;2.1086477061557423;51.469726067463824;1;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;0;0.0;0.0;0;1;5.337459968923867;25.0;1;False;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;23.0;120.0;11;1;3.3025959476667386;15.0;5;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;6.655283579281634;41.255562222343116;3;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;5.868358890165122;20.0;3;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;15.0;0.0;20;1;3.0680909804096483;15.0;1;True;False;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;10.0;0.0;5;1;4.768916495076575;12.0;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;4.0;0.0;0;1;3.8766196879010155;50.0481883292862;3;False;True;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;20.0;0.0;0;1;4.793616360063441;17.0;3;True;True;False;True;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;34.0;250.0;12;1;7.15384431142829;66.0;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;10;1;5.382859745581097;50.504665492750846;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;0;0.0;0.0;10;3;6.207370166023416;40.0;2;True;False;False;True;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;10;1;5.498638927649073;21.0;4;True;True;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;0;10.0;0.0;0;1;3.1322702539466643;43.293459044727854;4;True;True;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1;1;0;0.0;0.0;0;1;7.517952981600863;43.59393580455103;5;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;6.130074154899377;42.023348112807106;7;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;50.0;1000.0;0;1;2.3890778625046103;10.0;20;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
5;1;2;70.0;0.0;30;4;4.397085061881104;10.0;3;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;10.0;0.0;5;1;6.433106932836284;48.25553729281651;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;15.0;0.0;0;1;2.6121278055549033;61.61440828652472;2;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
5;1;2;0.0;0.0;0;1;2.7505184481195153;74.0699691485003;1;False;True;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
3;1;1;0.0;0.0;0;1;1.6270510445601787;54.652978757587235;1;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;25.0;0.0;0;1;1.8951945707343238;15.0;2;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;3.060354538526442;50.347049164383705;1;False;True;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;25.0;100.0;10;1;5.198211149833296;14.0;3;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
7;2;4;0.0;0.0;0;1;16.589386373577657;210.0;3;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;5.0;0.0;15;1;5.594124158451879;15.0;2;True;False;False;False;True;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
3;1;1;0.0;0.0;10;2;3.988006031818422;24.0;2;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;1;15.0;0.0;45;1;4.441791914737951;30.0;1;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;2.706036946364074;60.0;14;True;True;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;6.0;0.0;5;1;8.830880327708176;53.0083746939368;2;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;15.0;86.0;20;1;3.433171081046443;15.0;1;False;False;False;True;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
1;1;1;5.0;0.0;0;1;3.491904098484841;20.0;3;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
3;1;1;20.0;0.0;0;1;1.666894293389082;72.07260098015082;2;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;0;40.0;100.0;30;1;12.022294496591963;63.66086886960179;2;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;0;10.0;0.0;15;2;4.04252685099608;10.0;4;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;1;67.0;200.0;25;2;2.703516117898567;90.53860469969939;2;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;1;0.0;0.0;0;1;1.1178970868551157;54.715012989950026;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;1;1;50.0;0.0;10;1;4.253818816455638;61.32288768966733;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;2.916706721812302;42.50519151657406;4;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;20.0;0.0;0;1;7.9634384870911505;30.0;1;True;False;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;4;1;4.602636647369845;42.46643777972941;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;5.979203781467587;13.0;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;1;15.0;0.0;10;2;6.739532769622268;20.0;1;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;4.6932889879601944;55.47949176371007;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;4.256032474449209;20.0;18;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;25.0;0.0;25;1;4.115046433779265;47.343383296936274;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
3;1;1;25.0;0.0;25;1;5.6963231731047195;60.0;1;True;True;False;True;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1;1;1;0.0;0.0;7;1;3.292968909692077;43.75238534254779;90;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;1;0.0;0.0;0;1;5.955878840961591;20.0;14;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;30.0;500.0;30;1;9.479894057647535;20.0;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;3.946027644276164;23.0;7;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;3.0795380523590525;35.0;1;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;5;1;4.0314541546752105;42.46643777972941;2;True;False;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
3;1;2;0.0;0.0;0;1;6.660244208719071;80.0;1;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;30;2;9.303137960596855;58.87801738978907;1;True;False;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;25.0;0.0;0;1;2.686091394510646;54.856905631449564;3;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;5.0;0.0;10;1;4.5989063688571585;10.0;2;False;False;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;2;25.0;0.0;0;2;4.134080799542903;70.30593611447766;4;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;2;0.0;0.0;0;1;4.133161604082795;68.16439334691881;3;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;0.0;0.0;16;1;10.839301046935974;24.0;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;1;1;25.0;350.0;15;1;7.386331261122682;75.0;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
6;1;2;30.0;0.0;20;2;5.891221672997873;65.0;2;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;0.0;0.0;0;1;6.088763919960385;30.0;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
3;1;0;8.0;0.0;0;1;4.787767591338247;10.0;2;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
3;1;1;0.0;0.0;30;2;3.6503543534825194;30.0;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;6.390998705150583;10.0;2;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;1;0.0;0.0;0;1;3.8213105511759657;49.75351896107369;2;False;True;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
6;1;2;50.0;0.0;10;2;4.0597039852045205;105.50177736501713;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;1;40.0;0.0;10;2;4.05306343865066;71.28450741355363;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;40.0;1000.0;0;2;4.167355512646115;100.0;31;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
4;1;1;40.0;0.0;10;2;4.160799520328854;65.76527561140689;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;1;40.0;0.0;10;2;4.051230129503178;73.56834732458412;1;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;40.0;0.0;10;2;4.102400535084542;71.36063049929479;2;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;15.0;0.0;5;1;2.6877562250575653;15.0;2;False;False;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;1;1;50.0;0.0;10;2;4.153006290976004;96.52784720699529;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;1;50.0;0.0;10;2;4.1750970986114355;96.52784720699529;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;3.5017988338494646;64.02525726932677;2;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
6;1;1;30.0;0.0;0;1;6.7853048205005395;65.48488877621764;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;1;40.0;0.0;10;2;4.062335202717934;73.56834732458412;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;1;40.0;0.0;10;2;4.191174609206887;71.4270182723141;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
3;2;2;0.0;1000.0;0;2;3.9344563327316333;101.37053870907447;90;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;25.0;300.0;0;1;1.4803250807606432;35.0;2;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1;1;1;0.0;0.0;0;1;4.218631485388343;10.0;4;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;5.848107330633893;11.0;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;0;0.0;0.0;0;1;4.944772944019517;63.82987502807126;2;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;3.098929658190764;10.0;2;False;True;False;False;True;0;1;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;1;50.0;0.0;0;1;3.7939910817517584;200.0;2;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;20.0;250.0;10;1;4.084026768776575;20.0;3;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;10.0;300.0;15;1;0.7188796400207829;10.0;4;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;10.0;0.0;10;1;3.124662481692147;64.65558754309276;2;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;5.5438653685957;43.55441379199316;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;10.0;2000.0;40;1;3.4139255400865895;60.38362992961216;1;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1;1;1;0.0;0.0;0;1;5.400885317418172;47.396368084531275;3;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1;1;1;0.0;0.0;0;1;4.263745851363087;43.35001362862828;3;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;300.0;20;2;1.5076120252722502;30.0;9;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
