accommodates;bathrooms;bedrooms;cleaning_fee;security_deposit;extra_people;guests_included;distance;size;minimum_nights;Laptop_friendly_workspace;TV;Family_kid_friendly;Host_greets_you;Smoking_allowed;host_has_profile_pic_f;host_has_profile_pic_t;room_type_Entire home/apt;room_type_Private room;room_type_Shared room;bed_type_Airbed;bed_type_Couch;bed_type_Futon;bed_type_Pull-out Sofa;bed_type_Real Bed;instant_bookable_f;instant_bookable_t;is_business_travel_ready_f;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict_14_with_grace_period;cancellation_policy_super_strict_30;cancellation_policy_super_strict_60
3;1;0;35.0;100.0;25;2;3.732861108805163;64.07593105486438;3;True;False;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;2.643254172077008;40.0;1;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;0;0.0;0.0;0;1;5.965790395821048;56.6381335440617;3;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;6.090804703199911;50.378137507662096;1;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;1;25.0;0.0;18;2;1.866238994841623;45.0;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
3;1;1;0.0;0.0;0;1;3.272683943726853;50.85547923769259;1;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;3.748198130730806;50.235070225424685;7;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1;1;1;0.0;0.0;0;1;6.124304989766936;42.59202860178554;5;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;2;45.0;200.0;20;2;2.9226292680207844;97.421156100117;3;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;0.0;0.0;0;1;2.774830401875974;60.0;1;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;5.514283749606584;41.092699449573274;3;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;15.0;0.0;0;1;4.353583080381553;50.15737546317934;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
3;1;1;15.0;0.0;10;1;4.356222372087557;25.0;3;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;2;1;0.0;0.0;0;1;4.287815652902991;21.0;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;2;1;0.0;0.0;5;1;2.845389100978696;51.950757947584385;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
8;1;2;30.0;0.0;39;6;2.227486875799152;95.97779689617413;1;False;False;True;False;True;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;20.0;0.0;0;1;4.022376949374699;45.0;3;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;300.0;0;1;4.792713237441269;16.0;15;True;True;True;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;1;1;25.0;0.0;18;2;1.8073290959611061;45.0;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;20.0;100.0;0;1;3.0985270425083016;10.0;2;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
3;1;2;0.0;0.0;5;3;4.406950342832728;61.78387494189329;1;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;6.168829753294622;15.0;2;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;0;20.0;0.0;30;2;3.418780419349011;10.0;7;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;1;0.0;0.0;0;1;6.380316735908025;45.26785586882222;1;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;10.0;200.0;5;1;2.591472582505894;54.07648375856284;3;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;1.9679439803588243;51.11406664220006;1;True;True;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;12.0;0.0;20;1;4.332089433590615;24.0;7;True;True;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;3.462732160141332;43.725576173126484;1;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;3.83491539072908;50.33718906829874;5;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;7;1;5.061954267556452;50.83964166764937;4;True;False;False;False;False;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0
2;1;1;0.0;0.0;0;1;5.394104984901109;28.0;1;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;4.00203098410412;49.30068660340202;1;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;9.0;0.0;12;1;2.3436520803552656;57.1997723108439;4;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;2;1;10.0;0.0;20;1;13.39772717001864;58.29754674563157;1;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
5;1;2;0.0;0.0;10;2;8.04271889823042;64.27748599777865;2;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;30.0;150.0;25;1;3.71164373589543;25.0;1;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;1;20.0;150.0;0;1;3.1328181961606014;10.0;4;False;True;False;False;False;0;1;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0
3;1;1;20.0;150.0;0;1;2.0120440744868477;54.44337202638231;1;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;3.8891406223942853;20.0;2;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;0.0;400.0;0;1;6.546400766333818;45.0;2;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;5.420339620406136;43.53095544549749;1;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;3.2148631035454347;41.7440854543773;1;True;True;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;1;20.0;0.0;8;2;7.05960641446212;71.68047673255923;7;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
3;1;1;20.0;600.0;15;1;3.0814485633864317;24.0;2;True;True;True;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;0.0;0.0;10;1;4.724593100378077;42.598367367283714;1;False;True;False;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
6;2;2;50.0;500.0;0;1;4.0839499133556645;80.0;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1;1;1;0.0;0.0;0;1;4.319490284139649;41.62161055728059;1;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;1;20.0;150.0;15;2;4.144875653776154;60.807779363861194;2;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
6;1;2;34.0;200.0;12;3;6.774801324599923;10.0;1;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
5;1;1;10.0;100.0;10;2;4.653980113997319;100.0;1;False;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
3;1;1;20.0;0.0;25;1;4.736260053176818;58.07034788681487;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;4.049996697669213;28.0;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;2;0.0;0.0;0;1;5.451198868365977;50.805054737977024;1;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;6.933945698399276;41.461256050133244;10;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;100.0;0;1;4.056690015934371;44.372173578705066;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;3.2735404273619397;48.554825696768475;4;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;2.7221433206797636;41.5755461362201;1;False;False;False;False;False;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0
4;1;1;35.0;0.0;18;2;1.9689873440925283;73.99427670550351;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;55.0;300.0;0;1;5.237944461813922;53.08377213008832;14;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1;1;1;0.0;0.0;0;1;12.724900791925077;20.0;5;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;25.0;200.0;0;1;2.4085724405512963;10.0;2;False;True;True;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;4.108041136593753;41.493544328253265;4;False;False;False;False;True;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0
3;1;1;0.0;0.0;0;1;4.3031633656701835;64.77392880291126;3;True;False;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;0;30.0;0.0;0;1;6.3287027398483815;60.0;4;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;12.0;0.0;20;2;4.295391163902651;56.65692374275594;5;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1;1;1;0.0;0.0;10;1;2.224879339648269;43.368254727601446;3;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;5;2;6.919644296081983;49.498678787162916;2;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
8;1;3;30.0;0.0;30;1;4.919509458680614;73.78970229591903;1;False;False;False;False;True;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;6.270555820945355;41.96314980310587;1;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;15.0;85.0;10;1;6.262575266415286;10.0;4;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;25.0;100.0;0;1;5.7411889262304685;50.0;1;False;False;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;2;0.0;500.0;0;1;4.3967487519308825;10.0;50;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1;1;1;0.0;0.0;15;1;2.760499087200495;43.20421605583938;6;True;True;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;20.0;0.0;10;2;1.0861053501320996;58.621060405657175;3;True;True;True;False;True;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;0.3310603917142141;20.0;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;50.0;300.0;0;1;5.263271065807258;51.474617948839565;13;True;False;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;29.0;0.0;0;1;1.7159867227386296;25.0;2;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;30.0;0.0;0;1;4.024549353259575;49.20677346489002;28;False;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;1;50.0;0.0;30;4;0.8693060548006285;40.0;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;0.0;0.0;0;1;4.035071084237098;42.43348069773405;1;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;4.1230213167547;15.0;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;5.0;0.0;15;1;4.028873814907081;44.01918494610777;1;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;30.0;0.0;0;1;1.6427393875452088;71.1419056857435;2;False;False;True;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;5;1;4.1760473480869775;23.0;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;0;20.0;0.0;15;2;4.895516903048414;40.0;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;5;1;7.734377734348537;10.0;2;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;15.0;0.0;5;1;2.9148903340533177;50.867337781942176;15;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;0;39.0;150.0;10;2;3.946921473056894;15.0;3;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;0;45.0;400.0;0;1;2.415293352516708;50.0;3;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;2;1;0.0;0.0;10;1;2.4704882265029107;18.0;9;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
4;1;2;40.0;0.0;10;2;15.619100628544732;53.0;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;15.0;0.0;10;1;2.419136184001316;43.52023663115674;3;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;5.0;100.0;10;1;6.575743368062489;15.0;2;False;False;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;10.0;200.0;20;1;2.301256678049444;56.91150992106908;1;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;2;35.0;0.0;15;2;21.32495628952801;15.0;25;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;13.0;0.0;10;1;4.22015954685408;12.0;6;True;True;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;6.0;0.0;15;1;4.535166269913277;20.0;5;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;100.0;8;1;3.6053487121942203;50.079912504007055;2;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;0.0;400.0;0;1;3.798792209822882;10.0;3;True;False;False;False;False;0;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;15;1;4.564101951097435;44.88868281623972;1;True;False;False;False;True;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0
4;3;1;0.0;0.0;0;1;7.880106802595428;94.45082336401487;2;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;30.0;400.0;10;1;3.85646831815226;58.05303491359886;3;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
4;1;1;50.0;400.0;10;2;4.116357678267769;10.0;60;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;0.0;0.0;0;1;3.625200415485784;50.33718906829874;1;False;True;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;5.0;100.0;15;1;1.9019265233109928;56.51291069552322;2;True;True;False;False;True;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0
7;1;2;25.0;250.0;0;1;3.846577685371318;70.0;4;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;10.0;0.0;10;1;5.205987695807438;16.0;1;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;2;20.0;500.0;25;2;12.269320364688248;10.0;3;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2;1;1;10.0;0.0;15;1;3.803795675774692;48.77903565875615;2;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;5.0;0.0;0;1;4.4205961400839655;30.0;2;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1;1;1;5.0;0.0;0;1;6.621209670468619;42.55185827318307;1;True;True;False;True;False;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0
1;1;1;50.0;500.0;0;1;5.753821399418477;48.549715249696874;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
5;1;3;0.0;0.0;20;4;1.7891363671452405;84.73404517561481;7;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
3;1;1;0.0;0.0;10;1;14.030834949481456;40.0;1;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;55.0;220.0;0;2;3.952653965479468;80.0;3;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;0.0;0.0;0;1;7.383947194294162;15.0;150;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;90.0;500.0;5;1;7.8324748082836715;63.2401901114642;60;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
3;1;1;35.0;180.0;15;1;3.422481166874064;64.48279398084746;2;True;False;False;False;False;0;1;0;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0
2;2;1;15.0;0.0;15;1;4.150552764659305;100.0;3;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;0.0;500.0;0;1;2.393891635335245;250.0;7;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;2;0.0;100.0;0;1;2.3647215804119397;48.926253373556655;3;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;26.0;300.0;10;1;2.8720758790597274;62.90605888689373;3;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;0.0;0.0;0;1;1.5354073069888483;65.28885589397332;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;10.0;0.0;0;1;2.958131405747834;42.1281771236873;1;True;False;False;True;False;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;5;1;4.927384610698919;25.0;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;5;1;5.021371562878112;25.0;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;1;20.0;200.0;20;1;4.328915422272429;50.0;1;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
8;2;5;100.0;500.0;0;1;17.00051305992546;30.0;1;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
6;1;2;0.0;2000.0;0;1;3.946774316998228;95.3943233136067;21;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;2;3;0.0;300.0;0;1;5.768419584571208;70.0;3;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
6;1;2;25.0;0.0;40;2;3.57134296647313;15.0;1;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
1;1;1;0.0;0.0;0;1;1.1439605155922468;43.700805144717904;2;False;False;False;False;False;0;1;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;6.114018830975294;12.0;5;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
1;1;1;0.0;0.0;0;1;6.4434794253177525;12.0;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;2;29.0;0.0;0;1;5.0457457630204745;65.43398576340947;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2;1;1;0.0;1000.0;0;1;5.396486212574687;60.0;24;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;15.0;450.0;0;1;3.9226458062926257;46.94327736983263;7;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;1;14.0;150.0;10;3;3.741001560002643;65.0;5;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;30.0;0.0;15;1;12.54023803791651;15.0;5;True;False;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2;1;1;50.0;0.0;20;1;1.8170133573043303;60.0;2;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;15.0;1000.0;41;1;3.875296829458773;21.0;1;False;False;True;True;True;0;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0
2;2;1;0.0;0.0;0;1;12.564661282768252;59.5121899968925;1;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
4;1;1;0.0;0.0;10;1;4.465074245187997;57.94574993280126;2;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
4;2;1;60.0;0.0;50;1;2.8650310341475786;107.30690258108639;3;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;20.0;200.0;10;1;2.6034276568649863;10.0;10;True;True;True;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;30.0;550.0;10;1;5.729551987228177;48.16979528896279;15;True;False;False;False;False;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0
2;1;1;0.0;0.0;0;1;1.8397224699472312;44.69228927967566;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;1;50.0;100.0;30;1;6.879272855159188;42.0;30;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
4;1;2;48.0;100.0;0;1;5.091392680040018;44.0;30;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
1;1;1;10.0;0.0;0;1;1.1600066080712377;42.41834446543527;2;True;False;False;False;True;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0
2;1;0;20.0;200.0;10;1;4.66102627036623;63.86717011293135;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;25.0;250.0;8;1;1.8633039072864004;47.43675372458336;2;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2;1;1;20.0;150.0;20;1;4.237355486504539;50.0;1;True;False;False;False;False;0;1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0
1;1;1;0.0;100.0;20;1;2.4949884296240783;43.69395977142433;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;15.0;0.0;0;1;2.9505764411921196;50.16723555926432;2;False;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
1;1;1;0.0;100.0;0;1;6.5724297528383175;15.0;10;True;False;False;False;True;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0
2;1;1;0.0;200.0;0;1;4.299087716581516;10.0;5;False;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;1;1;0.0;0.0;0;1;4.345954035977516;10.0;15;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;12.0;0.0;10;1;3.860343375685233;18.0;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
4;1;1;30.0;300.0;10;2;1.6594498163121736;71.24046445661389;3;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
4;1;1;15.0;0.0;15;1;8.579162523177576;20.0;2;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
3;1;1;50.0;200.0;0;1;7.118734389493477;28.0;30;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
3;1;1;50.0;150.0;0;1;7.9062686899827765;13.0;30;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2;1;1;10.0;0.0;10;1;1.9538522976830763;43.660076054416116;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
1;1;1;0.0;0.0;0;1;2.4173170719628803;41.77501259497777;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2;2;1;0.0;0.0;15;1;4.116169231137126;10.0;1;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
1;1;1;15.0;250.0;10;1;5.816885663177846;15.0;10;True;False;False;False;False;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0
2;1;1;40.0;200.0;0;1;4.568587769181291;47.52531799650764;7;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
3;1;1;0.0;0.0;0;1;5.256380445218722;52.521275312685084;1;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
3;1;1;0.0;0.0;0;1;2.8114550050302656;51.56172207976657;3;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
