;accommodates;bathrooms;bedrooms;cleaning_fee;security_deposit;extra_people;guests_included;distance;size;minimum_nights;Laptop_friendly_workspace;TV;Family_kid_friendly;Host_greets_you;Smoking_allowed;host_has_profile_pic_f;host_has_profile_pic_t;room_type_Entire home/apt;room_type_Private room;room_type_Shared room;bed_type_Airbed;bed_type_Couch;bed_type_Futon;bed_type_Pull-out Sofa;bed_type_Real Bed;instant_bookable_f;instant_bookable_t;is_business_travel_ready_f;cancellation_policy_flexible;cancellation_policy_moderate;cancellation_policy_strict_14_with_grace_period;cancellation_policy_super_strict_30;cancellation_policy_super_strict_60
2046400;6;1.0;3.0;40.0;500.0;0.0;1;1.4677436369400656;200.0;7;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2047139;2;1.0;1.0;16.0;0.0;18.0;1;3.677454202612172;10.0;8;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2049411;3;1.0;2.0;0.0;0.0;0.0;2;2.6726610074506394;71.92913807533097;6;False;False;True;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2050016;4;1.0;1.0;30.0;150.0;15.0;2;3.1824890002095985;55.0;60;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2053014;2;1.0;1.0;40.0;150.0;10.0;1;4.019785207725303;15.0;5;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2056917;2;2.0;1.0;10.0;0.0;20.0;1;2.775063943691726;53.33276013547656;1;False;False;False;False;False;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0
2057982;4;1.0;2.0;50.0;150.0;25.0;2;3.8071160829075876;76.0;6;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2058459;2;1.0;1.0;10.0;0.0;0.0;1;5.097050457708202;48.65288066277955;4;True;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2059152;3;1.0;1.0;25.0;0.0;9.0;1;3.8036384427455636;100.0;2;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2060443;2;2.0;1.0;10.0;100.0;10.0;1;2.771691360066683;50.59833892698241;3;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2061212;2;1.0;0.0;25.0;150.0;0.0;1;3.594846522553343;40.0;3;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2061221;5;2.5;3.0;60.0;0.0;20.0;5;5.337069542387886;10.0;1;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2066031;2;1.0;0.0;35.0;120.0;0.0;1;2.8908010023473394;68.86446609284357;5;True;True;True;False;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2068645;3;1.0;1.0;20.0;0.0;13.0;1;6.891628628844319;50.0;2;False;False;True;False;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2075180;2;1.0;1.0;0.0;0.0;20.0;2;3.4665399586065506;10.0;2;True;True;True;False;False;0;1;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0
2076483;4;1.0;1.0;89.0;800.0;30.0;2;1.092794962597781;107.20810049095685;20;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2078746;4;1.0;1.0;30.0;150.0;15.0;2;4.06652455974023;65.10639970535898;60;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2079942;4;1.0;2.0;25.0;0.0;5.0;2;8.008563490603406;10.0;5;False;True;True;True;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2080635;2;1.0;2.0;60.0;400.0;0.0;2;2.6300169133068474;40.0;2;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2081260;2;1.0;1.0;35.0;0.0;29.0;2;1.4816602428604515;73.82976766456349;3;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2081848;2;1.0;1.0;0.0;100.0;15.0;1;4.006718561293761;25.0;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2084617;4;1.0;2.0;0.0;0.0;0.0;2;3.052555971033153;83.0;4;False;False;False;True;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2084992;2;1.0;1.0;40.0;150.0;20.0;2;1.7051142252551381;74.81657075278315;5;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2086586;3;1.0;1.0;0.0;0.0;15.0;2;1.7496437577677197;63.81332608960462;7;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2087068;2;1.0;1.0;30.0;500.0;15.0;1;3.611049479742284;60.05146845847143;85;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2088271;4;1.0;1.0;30.0;250.0;10.0;2;3.28325304947876;15.0;4;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2092972;2;1.0;1.0;15.0;0.0;10.0;1;2.8889772440603307;15.0;3;False;False;True;False;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2093486;5;1.0;1.0;60.0;500.0;5.0;2;5.367766600261664;12.0;20;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2095733;2;1.0;1.0;40.0;150.0;10.0;1;2.0375318347848856;72.13967524432628;4;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2096284;2;1.0;1.0;0.0;0.0;0.0;1;1.327973220042431;44.18929369035968;5;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2096970;2;1.0;0.0;15.0;200.0;15.0;1;1.5492542256574946;26.0;6;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2097823;2;1.0;1.0;40.0;200.0;30.0;1;3.065463706107108;300.0;58;True;True;True;True;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2098124;4;1.0;1.0;69.0;600.0;23.0;1;2.3585440309351675;50.0;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2099738;2;1.0;1.0;7.0;0.0;10.0;1;4.916453213526443;43.104377704059246;2;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2099835;2;1.0;1.0;20.0;100.0;0.0;1;3.2948005985814386;20.0;3;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2104377;2;1.0;2.0;10.0;150.0;15.0;1;1.7330589538263113;46.00939996733959;5;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2110056;4;1.0;2.0;40.0;0.0;25.0;1;2.6432453635443762;46.0;3;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2110953;2;1.5;1.0;0.0;2200.0;0.0;1;2.1532515273712343;86.50639106895582;28;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2111503;2;1.0;1.0;0.0;0.0;0.0;1;3.63537312734436;52.51327948856714;2;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2111678;2;1.0;1.0;30.0;150.0;10.0;1;5.27959910407593;36.0;1;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2111828;4;1.0;1.0;100.0;400.0;10.0;1;4.987372032070946;80.0;1;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2114495;2;1.0;1.0;0.0;0.0;5.0;1;6.685076973074007;12.0;5;True;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2118068;3;1.0;1.0;41.0;400.0;11.0;2;3.595491446895748;72.49066153295993;4;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2118944;4;1.0;1.0;0.0;0.0;0.0;1;4.6187222932731755;50.0;3;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2121535;4;1.0;2.0;50.0;600.0;20.0;2;8.063584729241121;20.0;60;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2121972;2;1.0;1.0;0.0;100.0;0.0;1;2.868013889670572;10.0;4;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2125274;1;1.0;1.0;0.0;300.0;0.0;1;4.359462918876653;200.0;14;False;True;False;False;False;0;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0
2128928;4;1.0;2.0;0.0;0.0;0.0;1;5.245911485402545;55.51278376657481;5;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2129714;3;1.0;1.0;0.0;0.0;0.0;1;7.164719398718813;10.0;4;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2131667;4;1.0;1.0;45.0;0.0;20.0;2;1.7535490941529464;30.0;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2133220;4;1.5;2.0;40.0;200.0;0.0;1;2.039304360369558;130.0;6;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2133942;3;1.0;1.0;25.0;0.0;15.0;2;3.906782401550226;100.0;2;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2134078;1;1.0;1.0;0.0;0.0;0.0;1;3.2828090746386858;10.0;22;False;False;False;True;True;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2137277;4;1.5;1.0;69.0;600.0;23.0;1;1.8355218570963447;55.0;2;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2138961;2;1.0;1.0;0.0;0.0;0.0;1;3.186622580285684;50.347049164383705;1;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2140695;2;1.0;1.0;20.0;500.0;0.0;1;5.128003473062802;50.0;1;True;True;False;False;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2146646;6;1.5;3.0;80.0;738.0;0.0;1;9.425175452419547;115.0;14;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2146829;4;1.0;1.0;25.0;0.0;0.0;1;4.2538587122113904;66.87114264681982;5;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2147642;2;1.0;0.0;25.0;0.0;0.0;1;7.449710197633605;25.0;7;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2147777;3;1.0;1.0;30.0;150.0;18.0;1;5.471137464095507;57.16803762550708;2;False;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2149001;2;1.0;1.0;0.0;0.0;0.0;1;3.876548712464727;52.3187177277992;5;False;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2153393;2;1.0;1.0;25.0;200.0;20.0;2;2.6356645223208206;69.22814912909013;3;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2154488;3;1.0;1.0;40.0;100.0;15.0;2;3.569726234536304;10.0;2;True;True;True;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2155303;2;1.0;1.0;20.0;300.0;40.0;2;3.022569511891244;70.6907634940959;12;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2155864;9;2.0;3.0;150.0;0.0;50.0;1;6.7834934662956945;97.90621252628404;1;True;True;True;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2156839;3;1.0;1.0;60.0;500.0;40.0;3;1.7946427498251782;123.20190992186419;3;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2157235;1;1.0;1.0;0.0;0.0;0.0;1;6.4232616424622;41.23950207722702;30;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2157359;2;1.0;1.0;0.0;0.0;0.0;1;4.868886842054202;10.0;180;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2157582;1;1.0;1.0;15.0;90.0;10.0;1;2.6049593680927923;42.604036191700104;7;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2158546;2;1.0;1.0;50.0;500.0;0.0;1;1.5679888448806019;93.95285343015112;10;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2161434;2;1.5;1.0;0.0;0.0;0.0;1;2.579890364997125;50.76388162494477;15;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2162565;6;1.5;3.0;60.0;800.0;0.0;4;2.7302664881346685;126.75873559160246;3;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2165255;5;1.0;1.0;15.0;0.0;13.0;2;3.8727061740438717;69.94465928192169;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2168295;2;1.0;1.0;0.0;0.0;22.0;2;1.8269950070647407;18.0;3;False;True;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2170119;1;1.0;1.0;15.0;100.0;0.0;1;3.8110508817431854;20.0;1;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2172749;2;1.0;1.0;0.0;120.0;5.0;1;5.261463523377909;10.0;60;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2172841;6;3.0;3.0;35.0;500.0;15.0;2;2.019101366960434;103.16045477485748;3;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2173438;2;1.0;2.0;0.0;0.0;0.0;1;2.7222088526046675;61.76718568767557;3;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2174040;3;1.0;1.0;0.0;0.0;0.0;1;4.036610869145703;30.0;4;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2175651;2;2.0;1.0;0.0;0.0;0.0;1;5.8553979546374855;49.525211211986374;1;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2175723;2;1.0;1.0;0.0;0.0;0.0;1;6.563027143421528;41.914011262836794;30;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2179273;2;1.0;1.0;30.0;0.0;10.0;1;3.0102791685122554;47.6580042240009;4;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2180203;6;1.0;2.0;35.0;500.0;15.0;2;4.932242713153542;70.0;3;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2185671;5;1.0;1.0;0.0;150.0;0.0;1;2.9263402568240076;82.0;17;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2190792;2;1.0;1.0;0.0;0.0;18.0;2;1.7054896737340897;15.0;3;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2191449;4;1.0;0.0;20.0;150.0;5.0;2;5.776201979112893;45.0;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2191606;5;2.0;3.0;100.0;500.0;0.0;1;3.8525184572373727;118.57503363417372;5;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2191648;2;1.0;1.0;70.0;0.0;12.0;1;5.137688682881451;10.0;14;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2195302;4;1.0;1.0;30.0;200.0;10.0;1;3.8462686566316058;15.0;4;True;False;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2195378;2;1.0;1.0;20.0;0.0;15.0;1;3.5698923746201774;76.0;3;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2197375;1;1.0;1.0;0.0;500.0;0.0;2;2.8085727189964573;58.6117081765393;10;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2197501;1;0.5;1.0;35.0;400.0;0.0;1;4.150281163001634;20.0;7;True;True;False;True;False;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0
2197560;2;1.0;0.0;0.0;800.0;0.0;1;7.473582572421717;33.0;30;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2199290;4;1.0;1.0;60.0;300.0;7.0;2;4.080897058032505;68.0483942113732;60;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2199410;3;1.0;1.0;0.0;300.0;10.0;1;1.935961094692752;10.0;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2201228;2;1.0;1.0;50.0;500.0;25.0;1;2.3432266867852594;72.16158083481196;3;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2202083;2;1.0;1.0;0.0;0.0;25.0;2;3.241990452838331;85.0;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2203300;4;1.0;3.0;70.0;300.0;20.0;2;2.232800769180522;150.0;4;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2205845;3;1.0;1.0;25.0;0.0;20.0;1;1.5746467925777552;57.691995736103785;6;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2209282;3;1.0;2.0;40.0;0.0;20.0;2;0.7261064822713502;80.77111645666093;5;False;False;True;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2210397;4;1.0;1.0;0.0;0.0;10.0;1;4.925702512880849;24.0;1;True;False;True;True;True;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0
2219064;2;1.0;1.0;0.0;0.0;20.0;1;5.8651016979034685;51.13194519378512;2;False;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2220054;2;1.0;1.0;14.0;0.0;17.0;1;3.069997045638119;10.0;5;False;False;True;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2220253;2;1.0;1.0;30.0;250.0;0.0;1;6.397634947848944;60.0;30;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2224714;2;1.0;1.0;10.0;0.0;5.0;1;4.949685924916801;250.0;2;True;True;True;False;False;0;1;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0
2227536;2;1.0;1.0;0.0;0.0;20.0;1;1.8121833638738316;66.02993970601007;3;False;False;False;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2233347;2;1.0;1.0;37.0;100.0;0.0;1;6.476450516987162;47.23571987261475;7;True;False;False;True;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2237527;11;2.0;5.0;120.0;200.0;20.0;2;5.905414999000446;160.0;3;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2237985;2;1.0;0.0;0.0;500.0;0.0;1;7.305958254844044;52.832996885381796;90;False;False;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2241958;3;1.0;2.0;50.0;500.0;25.0;2;1.9828877278148913;65.0;5;True;True;False;True;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2246128;4;1.0;2.0;40.0;0.0;20.0;1;7.496220946863182;12.0;3;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2246464;2;1.0;1.0;25.0;100.0;20.0;1;2.878461880559867;65.88988060861348;2;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2247527;2;1.0;1.0;15.0;0.0;0.0;1;3.9768548609896426;49.31899573500832;5;False;True;False;False;False;0;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0
2252438;2;1.0;1.0;0.0;250.0;10.0;1;4.084872430712594;43.29036381073816;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2253062;2;1.0;1.0;30.0;300.0;15.0;1;3.9287467426403695;70.0;1;False;False;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2253063;2;0.5;2.0;0.0;0.0;0.0;1;2.8200571660476514;51.59919056500276;2;True;False;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2254020;3;2.0;2.0;55.0;150.0;10.0;2;1.97226869689253;79.78790972182033;1;True;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2255103;5;1.0;2.0;25.0;200.0;10.0;3;3.6957508842918645;78.67642368400097;5;True;False;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2255195;2;1.0;1.0;20.0;100.0;5.0;2;3.307007913578584;30.0;4;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2258687;2;1.0;1.0;5.0;0.0;10.0;1;1.7541783116166536;44.75567322279765;1;False;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2259160;4;1.0;1.0;20.0;0.0;25.0;2;2.975114617963114;10.0;2;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2260217;2;1.0;1.0;0.0;0.0;0.0;1;3.0419491870984725;25.0;1;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2265143;4;1.0;1.0;30.0;100.0;10.0;2;2.322067583778986;61.63403129789266;90;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2266633;1;1.0;1.0;10.0;0.0;15.0;1;2.1929652399764845;40.0;5;True;False;True;True;True;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0
2268216;2;1.0;1.0;0.0;0.0;17.0;1;5.988152736883216;52.392690703447535;5;True;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2270894;3;1.0;2.0;5.0;100.0;5.0;2;5.826870992577244;54.90618055645359;10;True;False;True;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2271256;4;2.0;2.0;110.0;500.0;40.0;2;2.7654392893264856;100.0;3;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2272792;4;1.0;1.0;25.0;150.0;20.0;2;5.237611328855729;44.0;60;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2277470;2;1.0;1.0;25.0;250.0;15.0;2;3.828157016385369;10.0;2;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2281088;2;1.0;2.0;30.0;250.0;15.0;2;3.060807013626135;72.05698638817809;3;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2281627;2;1.0;1.0;20.0;0.0;15.0;1;2.8193577704876045;100.0;2;True;False;False;False;True;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2282413;4;1.0;1.0;0.0;0.0;0.0;1;1.8618227915526788;10.0;1;True;False;True;False;True;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2284138;2;1.0;1.0;0.0;0.0;15.0;1;3.8406532050642856;10.0;3;False;False;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2290848;4;1.0;1.0;40.0;0.0;20.0;2;2.6494633909313974;40.0;4;False;False;True;False;False;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2290941;3;1.0;0.0;20.0;0.0;10.0;2;6.862613510085323;57.20544932813845;2;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2291619;4;1.0;1.0;30.0;700.0;19.0;2;4.956896101388695;76.37520247845741;7;True;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2292851;2;1.0;1.0;0.0;0.0;10.0;1;5.500606133534845;160.0;2;True;True;False;True;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2293528;1;1.0;1.0;0.0;0.0;15.0;1;3.588007605511578;43.1506498209255;1;False;False;False;False;False;0;1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0
2294972;2;1.0;1.0;0.0;80.0;15.0;1;1.630061913247178;25.0;2;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2295827;2;2.0;1.0;15.0;0.0;15.0;1;2.2878868794829113;200.0;3;True;False;True;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2296098;4;1.0;1.0;40.0;200.0;20.0;4;1.6210784920435917;77.1500483814421;1;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2306464;5;1.0;3.0;0.0;3499.0;0.0;1;2.9912459881649824;142.0;182;False;True;True;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2307105;4;1.0;2.0;50.0;150.0;10.0;2;4.062372915692239;91.97495496327078;5;True;True;True;True;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0
2314128;2;1.0;1.0;20.0;0.0;0.0;1;5.589785637307619;57.598369119892;3;False;True;False;True;False;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2316863;2;1.0;1.0;20.0;200.0;0.0;1;2.4717643126845603;17.0;10;False;True;False;False;False;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0
2318810;2;1.0;1.0;30.0;300.0;20.0;1;4.255992032373582;10.0;7;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0
2323744;2;1.0;0.0;25.0;0.0;0.0;1;2.1293810986874195;30.0;3;False;True;False;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0
2324202;4;1.0;1.0;40.0;0.0;13.0;1;2.520369429651516;40.0;2;True;True;True;True;True;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2328948;2;1.0;1.0;15.0;0.0;0.0;2;4.968282710939976;65.62003782823436;4;True;True;True;False;False;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0
2329696;1;1.0;1.0;35.0;100.0;0.0;1;5.905584057593924;100.0;2;True;True;False;True;True;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0
2330225;2;1.0;1.0;0.0;84.0;10.0;1;5.237267465673552;20.0;2;True;False;False;True;False;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0
