;accommodates;bathrooms;bedrooms;price;cleaning_fee;security_deposit;extra_people;guests_included;distance;size;host_has_profile_pic;room_type;bed_type;minimum_nights;instant_bookable;is_business_travel_ready;cancellation_policy;Laptop_friendly_workspace;TV;Family_kid_friendly;Host_greets_you;Smoking_allowed
17667750;2;1.0;1.0;18.0;0.0;0.0;0.0;1;3.7879890289427287;20.0;t;Private room;Real Bed;7;t;f;flexible;False;False;False;False;True
17673384;2;1.0;1.0;60.0;28.0;0.0;0.0;1;3.4025266439966315;20.0;t;Private room;Real Bed;4;t;f;strict_14_with_grace_period;True;True;False;False;False
17674217;2;1.0;1.0;75.0;50.0;600.0;0.0;1;3.31057034720549;87.98747998685252;t;Private room;Futon;3;f;f;strict_14_with_grace_period;True;False;True;False;False
17674230;3;1.0;1.0;60.0;5.0;0.0;10.0;2;3.734790430819909;57.95226902204592;t;Entire home/apt;Real Bed;2;f;f;flexible;True;False;False;False;False
17676505;5;1.0;2.0;99.0;20.0;0.0;18.0;3;5.135219670130332;82.11437367056844;t;Entire home/apt;Real Bed;2;t;f;strict_14_with_grace_period;False;True;True;True;False
17678364;2;1.0;1.0;50.0;15.0;0.0;0.0;1;1.0155588414225343;50.811045028172536;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;True;True;True;False;False
17680406;8;1.0;3.0;200.0;65.0;200.0;35.0;4;4.785958334977533;121.60730836815264;t;Entire home/apt;Real Bed;1;f;f;moderate;True;False;True;True;True
17681569;2;1.0;1.0;19.0;0.0;0.0;8.0;1;6.4041327734492075;26.0;t;Private room;Real Bed;3;f;f;flexible;False;False;False;False;False
17685173;3;1.0;0.0;39.0;25.0;0.0;20.0;2;3.5241920282972434;57.26752483893701;t;Entire home/apt;Real Bed;3;f;f;flexible;True;True;False;False;False
17685218;3;1.0;2.0;33.0;39.0;150.0;0.0;3;3.6156605423832127;10.0;t;Entire home/apt;Real Bed;4;t;f;strict_14_with_grace_period;True;True;False;False;False
17687500;2;1.0;1.0;35.0;0.0;0.0;5.0;1;3.6523783894717505;44.4213405428205;t;Private room;Real Bed;1;f;f;moderate;False;False;True;False;False
17687950;3;1.5;1.0;62.0;20.0;0.0;7.0;2;5.03278384521754;71.81057623884107;t;Entire home/apt;Real Bed;2;t;f;strict_14_with_grace_period;True;True;False;False;False
17688165;3;1.0;1.0;42.0;27.0;108.0;10.0;2;5.346126679193044;58.04175817599285;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17688168;2;1.0;1.0;42.0;27.0;108.0;10.0;2;5.2476950989708495;10.0;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17688173;2;1.0;1.0;42.0;27.0;108.0;10.0;2;5.436442513328113;57.826992698976895;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17688175;3;1.0;1.0;42.0;27.0;108.0;10.0;2;5.343906355800194;58.04175817599285;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17688176;4;1.0;1.0;42.0;32.0;108.0;10.0;2;5.426479686182556;60.49189945541148;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17688183;3;1.0;1.0;42.0;27.0;108.0;10.0;2;5.443423649504324;58.04175817599285;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17688187;2;1.0;1.0;37.0;27.0;108.0;10.0;2;5.309593038581548;53.773245893385756;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17688189;2;1.0;1.0;42.0;27.0;108.0;10.0;2;5.470631217540372;57.826992698976895;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17688227;2;1.0;1.0;42.0;27.0;108.0;10.0;2;5.351936786132084;57.826992698976895;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17688231;2;1.0;1.0;42.0;27.0;108.0;10.0;2;5.31616345811857;57.826992698976895;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17688737;4;1.0;1.0;60.0;60.0;200.0;0.0;1;6.453849962811844;15.0;t;Entire home/apt;Real Bed;4;t;f;moderate;True;True;True;False;False
17688899;3;1.0;0.0;63.0;20.0;0.0;7.0;2;5.121680349103325;64.1733013000916;t;Entire home/apt;Real Bed;2;t;f;strict_14_with_grace_period;True;True;False;False;False
17690068;4;1.0;1.0;50.0;25.0;0.0;30.0;3;1.7957350833797947;66.95227382100661;t;Entire home/apt;Real Bed;3;t;f;flexible;False;True;False;False;True
17690141;4;1.0;1.0;30.0;20.0;0.0;10.0;2;3.514452703343564;15.0;t;Private room;Real Bed;2;t;f;flexible;True;False;False;False;False
17690548;4;1.0;2.0;55.0;50.0;400.0;10.0;4;3.907144806046331;82.35777311210467;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;False;True;True;False;False
17690872;2;1.5;1.0;35.0;0.0;0.0;12.0;1;5.863327964903695;49.12628063634748;t;Private room;Real Bed;3;f;f;flexible;False;False;True;False;False
17690902;2;1.0;1.0;18.0;10.0;0.0;10.0;1;4.07136656793208;43.052261844789726;t;Private room;Real Bed;5;t;f;moderate;True;False;False;False;False
17690903;2;2.0;1.0;40.0;10.0;0.0;0.0;1;3.938058004970626;22.0;t;Private room;Real Bed;2;f;f;moderate;True;False;True;False;False
17691050;1;1.0;1.0;48.0;10.0;0.0;0.0;1;1.0603453334268145;15.0;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;True;True;False;True;True
17691071;2;1.0;1.0;195.0;0.0;0.0;0.0;1;5.243923961584818;20.0;t;Private room;Pull-out Sofa;2;t;f;moderate;False;True;True;True;True
17697313;3;1.0;1.0;30.0;10.0;100.0;10.0;1;4.757567130103656;46.16561149899196;t;Private room;Real Bed;5;f;f;strict_14_with_grace_period;True;False;False;True;False
17697319;3;2.0;3.0;265.0;90.0;0.0;0.0;1;3.898615052093062;107.52174906935579;t;Entire home/apt;Real Bed;2;t;f;moderate;True;True;True;True;False
17697480;4;1.0;1.0;70.0;0.0;0.0;0.0;1;5.278378668826758;61.27110046975449;t;Entire home/apt;Real Bed;2;t;f;flexible;False;False;True;False;True
17697877;2;1.0;1.0;40.0;10.0;0.0;0.0;1;6.973369344301893;15.0;t;Private room;Real Bed;2;t;f;flexible;False;False;True;False;False
17698590;2;1.0;1.0;35.0;0.0;0.0;0.0;1;7.254563650518086;46.15686806290821;t;Private room;Real Bed;2;f;f;moderate;False;False;True;False;False
17699105;1;1.0;1.0;20.0;0.0;0.0;0.0;1;4.559074191125041;20.0;t;Private room;Real Bed;2;t;f;flexible;True;False;False;False;False
17699551;2;1.0;0.0;49.0;0.0;0.0;0.0;1;3.697782883475222;50.36793582682838;t;Entire home/apt;Real Bed;5;t;f;flexible;False;False;False;False;False
17699564;2;1.0;1.0;20.0;0.0;0.0;0.0;1;4.362492204561819;42.384342157464964;t;Private room;Real Bed;7;f;f;flexible;True;False;False;False;True
17704996;2;2.0;1.0;23.0;0.0;0.0;12.0;1;6.408459786245105;50.370215623619835;t;Private room;Real Bed;3;t;f;flexible;True;False;False;False;True
17706665;5;1.0;1.0;99.0;0.0;0.0;0.0;1;1.8787823799709609;71.87706460984589;t;Entire home/apt;Real Bed;7;f;f;flexible;False;False;True;False;False
17706952;6;2.0;4.0;123.0;60.0;250.0;0.0;4;7.857407293071284;10.0;t;Entire home/apt;Real Bed;5;f;f;moderate;True;False;True;False;False
17708104;2;1.0;1.0;80.0;35.0;300.0;20.0;2;3.268884222229802;90.0;t;Entire home/apt;Real Bed;1;t;f;flexible;False;False;False;False;True
17708380;2;1.5;1.0;20.0;0.0;0.0;0.0;1;8.48284280474791;48.64134112630612;t;Private room;Real Bed;10;t;f;flexible;True;False;True;True;True
17708457;2;1.0;1.0;39.0;20.0;0.0;0.0;2;3.655254924552954;20.0;t;Private room;Real Bed;6;f;f;moderate;True;False;False;False;True
17708463;2;1.0;1.0;18.0;0.0;0.0;10.0;1;5.440976857108371;10.0;t;Private room;Real Bed;3;t;f;moderate;False;True;False;False;True
17708581;4;1.0;1.0;42.0;32.0;108.0;10.0;2;5.264838029555509;60.90232246599771;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17708602;2;2.5;1.0;40.0;0.0;0.0;0.0;1;3.549459092766033;54.822944436034476;t;Private room;Real Bed;2;f;f;flexible;True;False;True;False;False
17709171;2;1.0;1.0;89.0;0.0;0.0;0.0;1;3.0476911609922377;63.481885779417574;t;Entire home/apt;Real Bed;6;f;f;flexible;True;False;False;False;False
17714235;2;1.0;1.0;60.0;100.0;500.0;0.0;1;4.028939418731622;72.50190727681453;t;Entire home/apt;Real Bed;60;f;f;moderate;True;False;False;False;False
17717191;3;1.0;1.0;55.0;25.0;0.0;15.0;2;5.47512194044666;59.14325939499508;t;Entire home/apt;Real Bed;3;f;f;moderate;True;True;False;False;False
17717300;2;1.0;1.0;55.0;15.0;0.0;5.0;1;3.7463600469731966;12.0;t;Private room;Real Bed;3;f;f;moderate;True;True;True;True;True
17721644;1;1.0;1.0;15.0;0.0;0.0;0.0;1;4.118138474549873;41.493544328253265;t;Private room;Real Bed;14;f;f;flexible;True;False;False;False;False
17725741;3;1.0;1.0;28.0;10.0;0.0;10.0;1;4.738036484313973;45.576923521345805;t;Private room;Real Bed;3;f;f;moderate;True;False;False;True;True
17726354;6;1.0;2.0;106.0;60.0;3000.0;0.0;1;2.8086191691994955;100.0;t;Entire home/apt;Real Bed;90;f;f;strict_14_with_grace_period;True;True;True;False;False
17726971;2;1.0;1.0;30.0;0.0;0.0;0.0;1;4.995890505231494;43.82353714875411;t;Private room;Real Bed;2;t;f;flexible;False;False;True;False;False
17727698;3;1.0;1.0;30.0;100.0;0.0;0.0;1;4.390128853478641;30.0;t;Private room;Real Bed;1;f;f;flexible;False;True;False;False;False
17727762;2;1.0;1.0;60.0;12.0;0.0;10.0;1;1.7223349989410588;55.182581455238996;t;Private room;Real Bed;3;f;f;moderate;False;False;False;False;True
17728624;2;1.5;1.0;35.0;36.0;0.0;13.0;1;4.0122322981349345;52.793359732979106;t;Private room;Real Bed;25;f;f;strict_14_with_grace_period;False;False;False;False;False
17729940;4;1.0;2.0;95.0;40.0;0.0;0.0;1;5.232281909627338;63.93991331703034;t;Private room;Real Bed;3;f;f;strict_14_with_grace_period;True;True;True;True;False
17731431;4;1.0;2.0;70.0;40.0;0.0;10.0;2;11.88546094317441;10.0;t;Private room;Real Bed;3;f;f;flexible;False;True;True;True;False
17731812;3;1.0;1.0;35.0;80.0;100.0;20.0;1;2.3303053854265365;60.20471130564094;t;Private room;Real Bed;2;t;f;moderate;True;True;True;True;False
17732298;6;1.0;2.0;100.0;70.0;500.0;25.0;4;3.0725293614584452;111.3374384261984;t;Entire home/apt;Real Bed;3;t;f;strict_14_with_grace_period;True;True;True;True;False
17733737;2;1.0;1.0;30.0;15.0;0.0;10.0;1;1.6889376739150443;44.88022398192439;t;Private room;Real Bed;2;f;f;moderate;True;False;False;False;False
17734719;2;1.0;1.0;63.0;26.0;0.0;0.0;1;1.4766417271723908;60.0;t;Entire home/apt;Real Bed;4;t;f;moderate;True;False;True;True;False
17740580;2;1.0;1.0;75.0;0.0;0.0;0.0;1;8.751481157907019;57.26820207184521;t;Entire home/apt;Real Bed;12;f;f;flexible;True;True;True;False;False
17741498;3;1.0;2.0;85.0;20.0;0.0;30.0;2;0.6429982977092245;35.0;t;Entire home/apt;Real Bed;2;t;f;moderate;False;True;True;False;False
17743975;4;2.0;2.0;180.0;150.0;300.0;50.0;2;2.764526529763149;126.0;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;True;True;True;True;False
17745842;2;1.0;1.0;89.0;30.0;200.0;10.0;1;2.8898888209463607;15.0;t;Private room;Real Bed;3;f;f;strict_14_with_grace_period;True;False;True;False;False
17749332;2;1.0;1.0;40.0;20.0;100.0;20.0;2;2.991581969486581;22.0;t;Private room;Real Bed;3;f;f;moderate;True;False;False;True;True
17757384;2;1.0;1.0;30.0;15.0;0.0;0.0;1;3.642628500707063;44.107523102748345;t;Private room;Real Bed;3;f;f;moderate;True;False;False;False;True
17763329;1;1.0;1.0;28.0;20.0;0.0;25.0;1;3.610574975764834;45.42447371701066;t;Entire home/apt;Real Bed;7;f;f;strict_14_with_grace_period;True;False;True;True;False
17764364;2;1.0;1.0;40.0;15.0;0.0;20.0;2;3.1306402836191993;55.67686186540258;t;Private room;Real Bed;1;t;f;flexible;False;False;False;True;False
17767954;2;1.0;1.0;30.0;8.0;150.0;8.0;1;1.8683416265515993;44.98247491266142;t;Private room;Real Bed;1;f;f;moderate;False;False;False;False;False
17768539;2;1.0;1.0;45.0;0.0;0.0;0.0;1;1.9052505871522794;50.643938657839456;t;Entire home/apt;Real Bed;1;f;f;flexible;False;True;False;True;False
17770220;2;1.0;1.0;17.0;0.0;0.0;0.0;1;7.948218016584379;12.0;t;Private room;Real Bed;4;t;f;strict_14_with_grace_period;False;True;True;True;False
17770917;2;1.0;2.0;55.0;25.0;0.0;10.0;2;7.193786699088511;57.39290846529609;t;Entire home/apt;Real Bed;14;t;f;flexible;True;True;False;False;False
17771238;2;1.0;1.0;25.0;15.0;0.0;12.0;1;4.424353679861493;44.08837446545076;t;Private room;Real Bed;2;t;f;moderate;True;False;False;True;True
17771956;3;1.0;2.0;35.0;20.0;0.0;15.0;1;5.900378552349388;48.19528489893044;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;True;True;False;True;False
17774341;5;2.5;3.0;135.0;80.0;0.0;0.0;1;4.114407476453325;169.0;t;Entire home/apt;Real Bed;5;f;f;strict_14_with_grace_period;True;False;True;False;False
17776269;2;1.5;1.0;80.0;50.0;0.0;0.0;1;0.9299958062353577;12.0;t;Entire home/apt;Real Bed;3;t;f;strict_14_with_grace_period;True;False;True;True;False
17776272;2;1.0;1.0;55.0;15.0;100.0;20.0;1;4.224130426433837;55.36752190972448;t;Private room;Real Bed;2;f;f;moderate;True;False;False;True;False
17776319;2;1.0;0.0;65.0;10.0;0.0;15.0;1;1.6571351584483984;70.0;t;Entire home/apt;Real Bed;21;t;f;moderate;True;True;False;False;False
17783594;4;1.0;2.0;38.0;50.0;100.0;10.0;1;12.995694990094682;15.0;t;Entire home/apt;Real Bed;1;f;f;flexible;True;False;True;False;False
17783884;2;1.0;1.0;40.0;10.0;0.0;0.0;1;3.660913541570271;18.0;t;Private room;Real Bed;3;t;f;moderate;False;False;False;True;False
17784563;2;1.0;1.0;35.0;10.0;0.0;5.0;1;2.0173662414681375;45.065137235329075;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;False;True;True;False;False
17784923;2;1.0;1.0;29.0;0.0;0.0;10.0;1;5.033944282973607;43.93960138294524;t;Private room;Real Bed;1;f;f;flexible;True;False;False;True;False
17786473;6;1.0;2.0;299.0;90.0;1000.0;75.0;2;14.890268048160769;142.0;t;Entire home/apt;Real Bed;1;f;f;strict_14_with_grace_period;False;True;False;True;False
17790678;2;1.0;1.0;79.0;27.0;0.0;0.0;1;3.047969714713887;110.0;t;Private room;Real Bed;2;t;f;moderate;True;True;True;False;False
17790806;2;1.0;1.0;50.0;0.0;0.0;0.0;1;18.212480538446332;64.22047763416622;t;Private room;Real Bed;3;t;f;flexible;False;False;True;False;False
17792305;1;1.0;1.0;25.0;0.0;0.0;0.0;1;3.641891361049211;100.0;t;Private room;Real Bed;2;f;f;moderate;True;False;True;False;False
17797490;2;1.0;1.0;45.0;0.0;0.0;0.0;1;1.2460662207326374;15.0;t;Private room;Real Bed;2;f;f;moderate;False;False;False;False;False
17798391;2;1.0;1.0;29.0;0.0;0.0;5.0;1;3.73810596323492;20.0;t;Private room;Real Bed;13;f;f;flexible;True;False;True;True;False
17798444;2;1.0;1.0;44.0;0.0;100.0;0.0;1;2.683510133922591;40.0;t;Private room;Real Bed;1;f;f;flexible;True;False;True;False;False
17799888;4;1.0;1.0;30.0;15.0;120.0;18.0;1;3.426698492360474;20.0;t;Private room;Real Bed;1;t;f;strict_14_with_grace_period;True;True;True;True;False
17799890;1;1.5;1.0;27.0;5.0;0.0;14.0;2;3.631088494370198;57.44023243960547;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;True;False;False;False;False
17801747;4;1.0;2.0;35.0;0.0;0.0;15.0;2;6.961540963039735;55.893359115080074;t;Entire home/apt;Real Bed;2;t;f;flexible;False;False;True;True;False
17802123;2;1.0;1.0;60.0;40.0;500.0;15.0;2;2.211552263004355;10.0;t;Entire home/apt;Real Bed;3;f;f;moderate;True;False;False;False;False
17802926;5;2.0;2.0;35.0;20.0;0.0;20.0;1;3.5639585557869515;50.0;t;Entire home/apt;Real Bed;1;f;f;flexible;True;True;False;False;False
17803577;2;1.5;1.0;18.0;20.0;0.0;0.0;1;5.358363194793298;47.764639488596;t;Private room;Real Bed;5;f;f;flexible;True;True;False;True;False
17804004;2;1.0;0.0;60.0;12.0;400.0;0.0;1;2.9433791947915;15.0;t;Entire home/apt;Real Bed;5;f;f;moderate;True;True;True;False;False
17805305;5;2.0;3.0;120.0;70.0;500.0;15.0;4;8.940897560582085;170.0;t;Entire home/apt;Real Bed;6;f;f;moderate;True;True;True;False;False
17807926;2;1.0;1.0;50.0;30.0;0.0;0.0;1;3.682987940869347;56.43437594165334;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;True;False;False;True;False
17808156;1;1.0;1.0;40.0;0.0;0.0;10.0;1;6.662091290505544;47.72598317995094;t;Private room;Real Bed;14;f;f;moderate;True;False;True;False;False
17817369;2;1.0;1.0;45.0;0.0;0.0;0.0;1;3.0102747501068943;49.774802337149055;t;Entire home/apt;Real Bed;1;f;f;moderate;True;True;True;False;False
17820067;4;1.0;1.0;95.0;30.0;0.0;25.0;2;3.888906374265124;40.0;t;Entire home/apt;Real Bed;1;f;f;moderate;False;True;True;False;False
17820338;2;1.5;1.0;23.0;15.0;0.0;5.0;1;6.626272139182332;46.066830989823266;t;Private room;Real Bed;5;t;f;flexible;True;True;False;False;True
17822654;2;1.0;1.0;14.0;30.0;0.0;5.0;1;4.761271276478895;46.907658797528676;t;Private room;Real Bed;14;f;f;flexible;False;False;False;False;True
17824393;4;1.0;2.0;80.0;15.0;0.0;0.0;1;3.233888801779496;15.0;t;Entire home/apt;Real Bed;3;f;f;moderate;True;False;True;False;False
17827310;3;1.0;2.0;70.0;70.0;2000.0;0.0;1;4.156593386860957;89.84003465814567;t;Entire home/apt;Real Bed;62;f;f;moderate;False;True;True;False;False
17829196;1;1.0;1.0;17.0;0.0;0.0;0.0;1;4.618272521531251;25.0;t;Private room;Real Bed;1;t;f;flexible;True;False;False;False;False
17829728;3;1.0;1.0;23.0;15.0;85.0;10.0;1;4.090702750346305;15.0;t;Private room;Real Bed;4;f;f;strict_14_with_grace_period;True;True;True;False;True
17834531;3;1.0;1.0;100.0;30.0;0.0;10.0;2;3.383115259884482;73.04865399547218;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;True;True;True;False
17834870;3;1.0;1.0;125.0;45.0;0.0;6.0;2;7.349061312319971;70.0;t;Entire home/apt;Real Bed;2;t;f;moderate;True;True;False;True;False
17836549;2;1.5;1.0;25.0;15.0;0.0;10.0;1;2.9967418931501735;140.0;t;Private room;Real Bed;2;t;f;moderate;True;False;True;False;False
17837206;4;1.0;1.0;63.0;37.0;108.0;12.0;2;5.147454986307946;70.41455065216073;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17837208;4;1.0;1.0;63.0;37.0;108.0;12.0;2;5.053419633025044;71.00063480343351;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;True;True;False;False;False
17837210;4;1.0;1.0;63.0;37.0;108.0;12.0;2;5.176927284215405;64.67405954922718;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;True;True;False;False;False
17837214;6;2.0;2.0;85.0;54.0;108.0;12.0;2;5.181613757771034;92.8199115985089;t;Entire home/apt;Real Bed;1;t;f;super_strict_30;False;True;False;False;False
17837343;2;1.0;1.0;19.0;5.0;0.0;10.0;1;2.7628333559556073;15.0;t;Private room;Real Bed;3;f;f;flexible;False;False;False;False;True
17837938;2;1.0;1.0;35.0;0.0;0.0;5.0;1;3.829136255312135;44.4213405428205;t;Private room;Real Bed;3;f;f;flexible;True;True;False;False;True
17838393;6;1.5;3.0;80.0;80.0;0.0;0.0;1;4.951994292170445;135.0;t;Entire home/apt;Real Bed;4;f;f;moderate;True;False;True;False;False
17841139;1;2.0;1.0;33.0;15.0;300.0;15.0;1;10.689537059326831;17.0;t;Private room;Real Bed;1;f;f;moderate;True;True;False;True;False
17841306;2;1.0;1.0;25.0;15.0;0.0;15.0;1;6.271158516484467;43.76639126573607;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;True;False;False;False;True
17841869;2;1.0;1.0;65.0;0.0;0.0;35.0;1;4.320838980536953;67.20993779042509;t;Entire home/apt;Real Bed;1;f;f;flexible;False;True;False;False;False
17842207;2;1.0;1.0;49.0;45.0;300.0;0.0;1;5.584935685627469;60.6374548321784;t;Entire home/apt;Real Bed;6;t;f;flexible;True;False;False;False;False
17842372;1;1.0;1.0;18.0;0.0;0.0;12.0;1;6.110432573858725;15.0;t;Private room;Real Bed;2;f;f;flexible;True;False;False;False;True
17844801;2;1.0;1.0;50.0;10.0;0.0;10.0;1;5.417081705916875;50.51010876703094;t;Private room;Real Bed;1;t;f;flexible;True;True;True;True;False
17844992;2;1.0;1.0;99.0;29.0;0.0;0.0;1;4.67414860247034;10.0;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;False;False;False;False
17846186;4;1.0;1.0;25.0;20.0;100.0;14.0;1;5.46740336785988;35.0;t;Private room;Real Bed;1;f;f;flexible;True;False;True;True;False
17855401;3;1.0;1.0;36.0;20.0;150.0;30.0;1;2.535942006467298;53.469363860277525;t;Entire home/apt;Real Bed;6;f;f;moderate;True;False;True;False;False
17855915;5;1.0;0.0;75.0;85.0;0.0;35.0;2;5.187351348492987;45.0;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;False;True;True;True;False
17856060;2;1.0;1.0;30.0;0.0;0.0;25.0;1;4.267233692124336;44.756086172422336;t;Private room;Real Bed;1;f;f;flexible;False;False;False;False;True
17856173;2;1.5;1.0;21.0;9.0;290.0;14.0;1;9.317339530607995;20.0;t;Private room;Real Bed;4;f;f;strict_14_with_grace_period;True;False;True;True;False
17860268;2;1.0;1.0;25.0;0.0;0.0;0.0;1;4.244765510715606;20.0;t;Private room;Real Bed;4;f;f;flexible;True;True;True;False;False
17861187;1;1.0;1.0;26.0;0.0;85.0;0.0;1;3.8335577207452918;10.0;t;Private room;Real Bed;1;t;f;flexible;False;False;True;True;False
17861460;2;1.0;1.0;44.0;30.0;0.0;15.0;1;3.8811280262031596;58.263103347355845;t;Entire home/apt;Real Bed;1;t;f;flexible;True;True;False;False;False
17861928;3;1.0;2.0;80.0;15.0;0.0;0.0;1;6.629687472248571;57.87790905136483;t;Entire home/apt;Real Bed;3;f;f;strict_14_with_grace_period;True;False;True;False;False
17863035;2;2.0;1.0;35.0;5.0;0.0;8.0;1;7.6960638121116105;52.50599464063788;t;Private room;Real Bed;1;t;f;moderate;True;False;True;False;False
17863403;4;1.0;1.0;60.0;40.0;250.0;10.0;1;5.965910396964161;57.917868077701044;t;Entire home/apt;Real Bed;2;t;f;strict_14_with_grace_period;True;True;True;True;False
17863597;1;1.0;1.0;33.0;5.0;0.0;0.0;1;6.055863433583876;10.0;t;Shared room;Real Bed;1;f;f;flexible;True;True;False;True;False
17864165;2;2.0;1.0;37.0;5.0;0.0;8.0;1;7.59429781597456;52.30685740419678;t;Private room;Real Bed;1;t;f;moderate;True;False;True;False;False
17864169;1;1.5;1.0;21.0;5.0;0.0;30.0;1;6.141145999515944;50.12464179942;t;Private room;Real Bed;2;t;f;strict_14_with_grace_period;False;False;False;False;False
17867970;2;1.0;1.0;50.0;0.0;0.0;0.0;1;3.9643525296978517;50.33718906829874;t;Entire home/apt;Real Bed;2;f;f;flexible;True;False;False;False;False
17869882;4;1.0;1.0;95.0;75.0;250.0;12.0;2;2.279557765347075;50.0;t;Entire home/apt;Real Bed;3;t;f;strict_14_with_grace_period;True;True;True;False;False
17871050;2;1.0;1.0;80.0;400.0;1200.0;0.0;1;3.6785281744242386;85.8374816284084;t;Entire home/apt;Real Bed;60;t;f;strict_14_with_grace_period;True;True;False;False;False
17871679;2;1.0;1.0;23.0;0.0;0.0;0.0;1;4.19639202130994;10.0;t;Private room;Real Bed;2;f;f;flexible;False;False;False;False;False
17872989;2;1.0;1.0;38.0;0.0;0.0;0.0;1;3.1104688590580087;10.0;t;Private room;Real Bed;3;t;f;flexible;True;False;False;False;True
17874082;2;1.0;1.0;35.0;5.0;0.0;10.0;1;1.05457410507;44.85542928779149;t;Private room;Real Bed;2;f;f;strict_14_with_grace_period;True;True;False;False;False
17874727;2;1.0;1.0;32.0;29.0;0.0;20.0;1;4.216591003966292;49.16913545562317;t;Private room;Real Bed;1;f;f;moderate;True;True;True;True;False
17876581;4;1.0;0.0;104.0;30.0;0.0;22.0;2;3.8960963547716454;73.04699553433407;t;Entire home/apt;Real Bed;2;f;f;strict_14_with_grace_period;True;True;True;False;True
17877180;2;1.0;1.0;65.0;20.0;0.0;30.0;1;4.01110759927124;68.07184108840174;t;Private room;Real Bed;3;f;f;strict_14_with_grace_period;False;False;True;False;True
17877446;6;1.5;2.0;255.0;59.0;0.0;29.0;4;2.289162115462749;124.0;t;Entire home/apt;Real Bed;1;t;f;strict_14_with_grace_period;True;True;True;True;False
17883016;2;1.0;1.0;50.0;0.0;0.0;0.0;1;4.111833431909587;50.33718906829874;t;Entire home/apt;Real Bed;3;t;f;moderate;True;False;False;False;True
17884462;2;1.0;1.0;30.0;0.0;0.0;0.0;1;1.0684090387298937;10.0;t;Private room;Real Bed;3;f;f;flexible;False;False;False;True;True
17884600;2;1.0;1.0;65.0;0.0;0.0;0.0;1;3.904091451445957;61.140522305559045;t;Private room;Real Bed;1;t;f;flexible;True;True;True;True;False
17885198;2;1.0;1.0;65.0;30.0;120.0;15.0;2;4.339801958685766;69.87889276022031;t;Shared room;Real Bed;1;f;f;strict_14_with_grace_period;True;False;True;False;True
17887372;8;2.0;4.0;140.0;60.0;0.0;15.0;4;11.233900701629445;30.0;t;Entire home/apt;Real Bed;3;t;f;moderate;True;True;True;False;False
17888475;1;2.0;1.0;38.0;25.0;0.0;0.0;1;13.63220377298989;18.0;t;Private room;Real Bed;3;f;f;flexible;True;True;True;True;False
17888511;6;1.0;2.0;69.0;0.0;0.0;0.0;1;6.581806938623138;10.0;t;Entire home/apt;Real Bed;3;t;f;flexible;True;False;True;False;True
17889143;8;1.5;1.0;40.0;25.0;2800.0;34.0;1;6.941234451943994;10.0;t;Shared room;Real Bed;1;f;f;flexible;False;False;False;False;False
17889251;3;1.0;1.0;85.0;60.0;3200.0;0.0;1;3.053107515815729;102.0;t;Entire home/apt;Real Bed;90;f;f;strict_14_with_grace_period;True;True;False;False;False
17890449;3;1.0;1.0;39.0;19.0;0.0;29.0;2;9.011314041731469;57.89910108285798;t;Private room;Real Bed;1;f;f;strict_14_with_grace_period;True;True;True;True;True
17897248;1;1.0;1.0;49.0;0.0;0.0;0.0;1;3.1145160381209536;49.57888326918877;t;Private room;Real Bed;1;t;f;flexible;True;False;False;True;False
17898593;2;1.0;1.0;37.0;15.0;150.0;0.0;1;4.036431041890021;45.46812761107071;t;Private room;Real Bed;2;t;f;flexible;True;True;False;True;False
17899087;6;1.0;2.0;80.0;50.0;150.0;12.0;4;5.0648138569658165;15.0;t;Entire home/apt;Real Bed;2;t;f;moderate;False;False;True;False;False
